1714, 17290, 23.2449630904, 4.8398997759, 4615.0
80, 541, 2.00719214125, 13.3565465961, 46.0
97, 720, 2.22407228098, 11.1203614049, 15.0
213, 1652, 6.2391865298, 13.5962902586, 32.0
124, 850, 3.17996966823, 13.4681068302, 50.0
70, 495, 1.72633780605, 12.555184044, 29.0
114, 2802, 3.56108399141, 4.57526851144, 15.0
4, 70, 0.0, 0.0, 70.0
46, 340, 1.23414061779, 13.0673712472, 26.0
87, 3025, 2.41727417006, 2.8767560371, 11.0
234, 1465, 4.95698363602, 12.180983679, 2.0
29, 3641, 0.465598209963, 0.460355274887, 125.0
121, 2367, 3.5966105193, 5.47013006738, 5.0
27, 1137, 0.454385960736, 1.43868905774, 8.0
167, 1681, 3.99143885595, 8.54799517038, 20.0
236, 2175, 5.04097671571, 8.34368559842, 365.0
78, 3092, 2.20265628299, 2.56454159728, 27.0
84, 1060, 1.78787361895, 6.07202361153, 25.0
549, 3470, 9.48226432362, 9.83750765563, 100.0
42, 444, 0.526289105403, 4.26720896273, 30.0
575, 4290, 16.0649662951, 13.4810905973, 185.0
292, 1762, 7.35384321103, 15.0248782972, 52.0
189, 2514, 2.7827209257, 3.9848032349, 1235.0
48, 415, 0.893270480753, 7.74885236316, 145.0
72, 605, 1.23117032536, 7.32597218394, 150.0
238, 1880, 5.75779569763, 11.0255662295, 45.0
42, 285, 0.887959977913, 11.2163365631, 45.0
103, 770, 2.26402797411, 10.585065853, 35.0
95, 4173, 2.49659423943, 2.15378367169, 10.0
159, 5553, 3.17634461348, 2.05921855007, 54.0
192, 1494, 5.90895615353, 14.2384485627, 35.0
70, 563, 2.21585972419, 14.1689076502, 1.0
47, 496, 1.03656407886, 7.5234489595, 11.0
57, 395, 1.18740691697, 10.8219364585, 19.0
69, 408, 1.273158224, 11.2337490353, 18.0
46, 4017, 0.878716502969, 0.787497986231, 10.0
493, 4115, 14.0723369094, 12.311157442, 360.0
71, 440, 1.19330687898, 9.76341991892, 35.0
104, 890, 2.30375614632, 9.31856418737, 20.0
50, 2893, 0.872143672278, 1.08528075361, 2.0
238, 1635, 5.94325310289, 13.0860618779, 25.0
114, 885, 2.8331185284, 11.524549946, 45.0
119, 950, 2.45494241236, 9.3029396679, 30.0
26, 3244, 0.591119607829, 0.655989700427, 5.0
129, 975, 2.4422045501, 9.01737064651, 35.0
336, 2255, 8.66733790816, 13.8369917824, 96.0
