212, 1840, 3.20178249916, 6.26435706358, 120.0
230, 1460, 4.8577045572, 11.9779016479, 50.0
160, 1365, 3.17136683049, 8.3640443881, 165.0
155, 1330, 3.18116459556, 8.61067108572, 30.0
127, 855, 2.50589706908, 10.551145554, 80.0
194, 1330, 3.28034363459, 8.87912562745, 80.0
205, 1570, 2.89172905885, 6.63071631328, 160.0
348, 2435, 6.94957627395, 10.2745275508, 60.0
156, 1302, 3.28384854905, 9.0797655734, 41.0
130, 3786, 2.52335978628, 2.39939123893, 305.0
125, 785, 2.91526968621, 13.3693896437, 35.0
82, 620, 1.36013685937, 7.89756886085, 35.0
344, 2600, 4.49747550039, 6.22727376977, 125.0
167, 1310, 3.27352449766, 8.9959451844, 75.0
119, 765, 2.86994920771, 13.5056433304, 15.0
73, 1392, 1.6405943093, 4.24291631715, 43.0
4, 107, 0.0, 0.0, 107.0
338, 2545, 4.49737259733, 6.36170583512, 10.0
6, 75, 0.00324074092447, 0.155555564375, 26.0
129, 846, 2.44394148366, 10.3997509943, 46.0
113, 977, 2.24311004986, 8.26529803427, 232.0
5, 125, 0.0, 0.0, 125.0
233, 2310, 3.9349223848, 6.13234657371, 705.0
291, 1715, 8.36066259316, 17.5500789128, 31.0
276, 2915, 4.44084664095, 5.48440751541, 265.0
149, 1085, 3.70926110537, 12.3072257874, 31.0
156, 2533, 3.65091379378, 5.18882339425, 60.0
298, 2865, 4.39974082367, 5.52847014493, 430.0
167, 1235, 3.64948288462, 10.6381687325, 70.0
98, 716, 2.64158683735, 13.2817215286, 16.0
201, 1575, 5.07956276437, 11.6104291757, 19.0
204, 3525, 3.94282185151, 4.02671167814, 804.0
121, 4491, 2.80806297137, 2.25095228166, 20.0
69, 535, 1.99249734759, 13.4074587875, 35.0
205, 1540, 5.08175009081, 11.8794157967, 20.0
207, 1807, 4.75776330954, 9.47866514353, 122.0
606, 3945, 8.79582925747, 8.02661225016, 225.0
182, 1410, 4.69584725781, 11.989397254, 110.0
178, 1368, 4.70722565, 12.387435921, 20.0
219, 1550, 3.91326520714, 9.08887402948, 155.0
180, 1170, 2.89714065738, 8.91427894579, 35.0
100, 740, 2.03503507739, 9.90017064677, 145.0
210, 1675, 4.75254875802, 10.2144331516, 25.0
78, 640, 2.0083690756, 11.2970760502, 55.0
188, 1465, 4.82202575692, 11.8493465699, 50.0
101, 835, 1.78608694587, 7.70049461691, 30.0
133, 920, 2.82935843517, 11.0714025724, 20.0
154, 945, 2.87471050546, 10.951278116, 18.0
173, 3219, 3.95573658444, 4.42393653432, 25.0
5, 65, 0.0, 0.0, 65.0
249, 1980, 5.40816437125, 9.83302612954, 125.0
105, 840, 2.72174880418, 11.6646377322, 35.0
91, 1343, 1.06511709336, 2.85511655702, 135.0
243, 1825, 5.41537888474, 10.6823912247, 50.0
105, 605, 2.38037177009, 14.1641956567, 25.0
98, 630, 2.37845799563, 13.5911885465, 5.0
691, 6320, 14.5707467889, 8.29979247466, 545.0
163, 1085, 2.91705300665, 9.67870122023, 20.0
139, 1170, 2.92784408047, 9.00875101684, 115.0
72, 515, 2.29694473205, 16.05631269, 50.0
90, 530, 2.48809721917, 16.9002829981, 3.0
73, 515, 2.49216542168, 17.4209621709, 5.0
56, 365, 1.64713112824, 16.2456768813, 25.0
609, 7262, 5.6763532252, 2.81394541596, 2682.0
111, 785, 3.1867478255, 14.6143849322, 30.0
325, 2171, 4.73887660319, 7.85810952165, 26.0
300, 1860, 3.96817234063, 7.68033356251, 20.0
130, 1005, 2.6499377888, 9.49231446735, 32.0
630, 7160, 5.66107123766, 2.84634866698, 2520.0
213, 3630, 3.24105215383, 3.21426659884, 170.0
157, 1407, 4.42438984577, 11.3204004583, 187.0
531, 4895, 8.75439711971, 6.43837173257, 980.0
182, 3220, 1.63300243084, 1.82571700343, 2045.0
5, 48, 0.00688842411834, 0.516631808876, 27.0
98, 620, 1.69607134017, 9.84815616872, 35.0
96, 570, 2.58410695717, 16.3206755189, 30.0
93, 605, 1.72104724481, 10.2409422832, 40.0
144, 1170, 2.3592804505, 7.25932446307, 105.0
222, 1785, 5.29503321646, 10.6790585878, 110.0
123, 780, 2.6115691554, 12.0533961019, 12.0
126, 805, 2.06012351547, 9.21297472759, 85.0
179, 1255, 3.30419292744, 9.4781629791, 155.0
89, 3908, 1.42612974326, 1.31373261918, 1544.0
184, 1195, 3.32927782612, 10.0296235766, 45.0
285, 2154, 6.61423157679, 11.0544260336, 44.0
226, 4925, 3.75242174158, 2.74288695831, 3395.0
216, 1680, 5.26669136332, 11.2857672071, 125.0
325, 2410, 6.61325755385, 9.8787249767, 390.0
206, 2545, 3.83635710286, 5.42667409443, 845.0
196, 2325, 4.2473592965, 6.57655633006, 15.0
89, 560, 1.67572042802, 10.7724884658, 40.0
128, 1105, 1.40761846139, 4.58590629956, 145.0
142, 4674, 1.41597873838, 1.09061263547, 244.0
62, 444, 1.52961931379, 12.4023187605, 19.0
